X,Y,cluster,0,1,2,3,4,5,6,7,8,9
0.8197711015026972,0.16286515087589226,0,0.0,1.1270017407477615,1.2971115689418011,0.15969717483271265,0.23808589103066788,0.31020193843798977,0.4172542525582149,1.230091236335891,0.3117686086743461,1.132523013077439
0.3000279841614667,0.16299015049339782,1,1.1270017407477615,0.0,0.6007496600706173,1.0783479529073494,1.124373700085439,1.1202757356621145,1.2394611253935066,0.35848634322124984,1.1896440918571645,0.09821224623461561
0.25066161082061944,0.7617080433762933,1,1.2971115689418011,0.6007496600706173,0.0,1.2032515410678097,1.1810175973929697,1.143758324148803,1.2120838436939665,0.2645932089044106,1.2095336693850856,0.6984494043439072
0.6920369988773105,0.25871496400057803,0,0.15969717483271265,1.0783479529073494,1.2032515410678097,0.0,0.15052418298951814,0.19639193443813704,0.3795851319166847,1.1455603212869494,0.2745762370091694,1.092441373096032
0.7596029084362675,0.3932228728020042,0,0.23808589103066788,1.124373700085439,1.1810175973929697,0.15052418298951814,0.0,0.07676316111560388,0.23152360834354918,1.156191749176068,0.13186529837687258,1.1496049078887858
0.7127300924692789,0.4540136782563241,0,0.31020193843798977,1.1202757356621145,1.143758324148803,0.19639193443813704,0.07676316111560388,0.0,0.22777109462251366,1.1295058438657692,0.15417570617302448,1.1506831307797947
0.9084031353642832,0.570597261276181,0,0.4172542525582149,1.2394611253935066,1.2120838436939665,0.3795851319166847,0.23152360834354918,0.22777109462251366,0.0,1.233103934532594,0.10808964041097409,1.2764338408760847
0.1899796064578999,0.5041672494331667,1,1.230091236335891,0.35848634322124984,0.2645932089044106,1.1455603212869494,1.156191749176068,1.1295058438657692,1.233103934532594,0.0,1.207483708026132,0.4522643859340548
0.8659454105364465,0.4711954908361261,0,0.3117686086743461,1.1896440918571645,1.2095336693850856,0.2745762370091694,0.13186529837687258,0.15417570617302448,0.10808964041097409,1.207483708026132,0.0,1.2200500208368859
0.29728206075841523,0.06481629850055126,1,1.132523013077439,0.09821224623461561,0.6984494043439072,1.092441373096032,1.1496049078887858,1.1506831307797947,1.2764338408760847,0.4522643859340548,1.2200500208368859,0.0
