X,Y,cluster,0,1,2,3,4,5,6,7,8,9
0.23373980612777334,0.35810410716375707,0,0.0,1.1211015173212477,0.18184994160026588,1.2386650812841562,0.3466673050290109,1.2326525941812627,0.4167816998390857,0.5364544076382091,0.07837400645140931,0.739691252111517
0.6102024684231048,0.018774656574045867,1,1.1211015173212477,0.0,1.072268762563224,0.2721473594660863,1.1467614487107436,0.6281798981425272,1.3308446214138552,1.3144325542322695,1.1433142719891976,1.392775184665517
0.4155244312729436,0.3532305744768812,0,0.18184994160026588,1.072268762563224,0.0,1.1525033785794454,0.2360996632544953,1.1415852178705286,0.49138488854380735,0.5015039256383286,0.18940111398259646,0.6674283180567573
0.8823403536811619,0.02104548717885013,1,1.2386650812841562,0.2721473594660863,1.1525033785794454,0.0,1.2010205736499138,0.5430785643846823,1.4466105944794236,1.375444864495962,1.2562274278279097,1.4154369920245038
0.5076244440130794,0.5706256954942419,0,0.3466673050290109,1.1467614487107436,0.2360996632544953,1.2010205736499138,0.0,1.083590252445045,0.4082534205920507,0.2920885324071993,0.2952699472291835,0.43271969585076264
0.9248786631184025,0.5624555160149893,1,1.2326525941812627,0.6281798981425272,1.1415852178705286,0.5430785643846823,1.083590252445045,0.0,1.2818233376708283,1.149958446593502,1.2158562223791896,1.128450570535877
0.1492865745096018,0.7662396691894218,0,0.4167816998390857,1.3308446214138552,0.49138488854380735,1.4466105944794236,0.4082534205920507,1.2818233376708283,0.0,0.3016157945986838,0.3441535134953125,0.5215485193257201
0.43777911588095353,0.8542404710294865,0,0.5364544076382091,1.3144325542322695,0.5015039256383286,1.375444864495962,0.2920885324071993,1.149958446593502,0.3016157945986838,0.0,0.46083436794043625,0.22715933367148117
0.24500338389637855,0.4356645139644961,0,0.07837400645140931,1.1433142719891976,0.18940111398259646,1.2562274278279097,0.2952699472291835,1.2158562223791896,0.3441535134953125,0.46083436794043625,0.0,0.6684471314254734
0.6212674842850668,0.9881560471753095,0,0.739691252111517,1.392775184665517,0.6674283180567573,1.4154369920245038,0.43271969585076264,1.128450570535877,0.5215485193257201,0.22715933367148117,0.6684471314254734,0.0
